"timestamp","ENERGIE_EINSPEISUNG","LEISTUNG_EINSPEISUNG"
"2021-07-25 08:45:00","8717.763","9.777"
"2021-07-25 09:00:00","8720.262","9.997"
"2021-07-25 09:15:00","8722.736","9.896"
"2021-07-25 09:30:00","8725.273","10.148"
"2021-07-25 09:45:00","8727.910","10.550"
"2021-07-25 10:00:00","8730.251","9.361"
"2021-07-25 10:15:00","8732.599","9.395"
"2021-07-25 10:30:00","8735.069","9.878"
"2021-07-25 10:45:00","8737.430","9.444"
"2021-07-25 11:00:00","8739.861","9.724"
"2021-07-25 11:15:00","8742.126","9.062"
"2021-07-25 11:30:00","8744.470","9.375"
"2021-07-25 11:45:00","8746.664","8.777"
"2021-07-25 12:00:00","8748.834","8.680"
"2021-07-25 12:15:00","8751.026","8.767"
"2021-07-25 12:45:00","8754.865","7.142"
"2021-07-25 13:00:00","8756.488","6.492"
"2021-07-25 13:15:00","8758.038","6.197"
"2021-07-25 13:30:00","8759.848","7.240"
"2021-07-25 13:45:00","8761.380","6.128"
"2021-07-25 14:00:00","8763.067","6.750"
"2021-07-25 14:15:00","8764.606","6.154"
"2021-07-25 14:30:00","8765.923","5.271"
"2021-07-25 14:45:00","8767.321","5.591"
"2021-07-25 15:00:00","8768.628","5.226"
"2021-07-25 15:15:00","8769.908","5.122"
"2021-07-25 15:30:00","8771.063","4.618"
"2021-07-25 15:45:00","8772.134","4.283"
"2021-07-25 16:00:00","8773.138","4.019"
"2021-07-25 16:15:00","8773.997","3.434"
"2021-07-25 16:30:00","8774.749","3.010"
"2021-07-25 16:45:00","8775.412","2.650"
"2021-07-25 17:00:00","8775.898","1.945"
"2021-07-25 17:15:00","8776.311","1.651"
"2021-07-25 17:30:00","8776.672","1.446"
"2021-07-25 17:45:00","8776.912","0.958"
"2021-07-25 18:00:00","8777.081","0.676"
"2021-07-25 18:15:00","8777.196","0.463"
"2021-07-25 18:30:00","8777.259","0.249"
"2021-07-25 18:45:00","8777.281","0.091"
"2021-07-25 19:00:00","8777.286","0.019"
"2021-07-25 19:15:00","8777.287","0.004"
"2021-07-25 19:30:00","8777.287","0.000"
"2021-07-25 19:45:00","8777.287","0.000"
"2021-07-25 20:00:00","8777.287","0.000"
"2021-07-25 20:15:00","8777.287","0.000"
"2021-07-25 20:30:00","8777.287","0.000"
"2021-07-25 20:45:00","8777.287","0.000"
"2021-07-25 21:00:00","8777.287","0.000"
"2021-07-25 21:15:00","8777.287","0.000"
"2021-07-25 21:30:00","8777.287","0.000"
"2021-07-25 21:45:00","8777.287","0.000"
"2021-07-25 22:00:00","8777.287","0.000"
"2021-07-25 22:15:00","8777.287","0.000"
"2021-07-25 22:30:00","8777.287","0.000"
"2021-07-25 22:45:00","8777.287","0.000"
"2021-07-25 23:00:00","8777.287","0.000"
"2021-07-25 23:15:00","8777.287","0.000"
"2021-07-25 23:30:00","8777.287","0.000"
"2021-07-25 23:45:00","8777.287","0.000"
"2021-07-26 00:00:00","8777.287","0.000"
"2021-07-26 00:15:00","8777.287","0.000"
"2021-07-26 00:30:00","8777.287","0.000"
"2021-07-26 00:45:00","8777.287","0.000"
"2021-07-26 01:00:00","8777.287","0.000"
"2021-07-26 01:15:00","8777.287","0.000"
"2021-07-26 01:30:00","8777.287","0.000"
"2021-07-26 01:45:00","8777.287","0.000"
"2021-07-26 02:00:00","8777.287","0.000"
"2021-07-26 02:15:00","8777.287","0.000"
"2021-07-26 02:30:00","8777.287","0.000"
"2021-07-26 02:45:00","8777.287","0.000"
"2021-07-26 03:00:00","8777.287","0.000"
"2021-07-26 03:15:00","8777.289","0.005"
"2021-07-26 03:30:00","8777.294","0.022"
"2021-07-26 03:45:02","8777.308","0.057"
"2021-07-26 04:00:00","8777.338","0.118"
"2021-07-26 04:15:00","8777.401","0.253"
"2021-07-26 04:30:01","8777.507","0.424"
"2021-07-26 04:45:00","8777.619","0.448"
"2021-07-26 05:00:00","8777.819","0.798"
"2021-07-26 05:15:00","8778.137","1.275"
"2021-07-26 05:30:00","8778.498","1.443"
"2021-07-26 05:45:00","8779.011","2.051"
"2021-07-26 06:00:00","8779.622","2.446"
"2021-07-26 06:15:00","8780.495","3.492"
"2021-07-26 06:30:00","8781.459","3.855"
"2021-07-26 06:45:00","8782.595","4.543"
"2021-07-26 07:00:00","8783.983","5.552"
"2021-07-26 07:15:00","8785.589","6.424"
"2021-07-26 07:30:00","8787.171","6.330"
"2021-07-26 07:45:00","8788.694","6.093"
"2021-07-26 08:00:00","8790.265","6.281"
"2021-07-26 08:15:00","8792.212","7.791"
"2021-07-26 08:30:00","8794.515","9.211"
"2021-07-26 08:45:00","8796.828","9.251"
"2021-07-26 09:00:00","8799.089","9.045"
"2021-07-26 09:15:00","8801.297","8.830"
"2021-07-26 09:30:00","8803.413","8.466"
"2021-07-26 09:45:00","8805.600","8.746"
"2021-07-26 10:00:00","8807.733","8.533"
"2021-07-26 10:15:00","8809.892","8.636"
"2021-07-26 10:30:00","8812.038","8.584"
"2021-07-26 10:45:00","8814.208","8.680"
"2021-07-26 11:00:00","8816.682","9.897"
"2021-07-26 11:15:00","8819.175","9.969"
"2021-07-26 11:30:00","8821.826","10.606"
"2021-07-26 11:45:00","8824.145","9.277"
"2021-07-26 12:00:00","8826.421","9.103"
"2021-07-26 12:15:00","8828.669","8.992"
"2021-07-26 12:30:00","8830.899","8.921"
"2021-07-26 12:45:00","8832.731","7.326"
"2021-07-26 13:00:00","8834.557","7.306"
"2021-07-26 13:15:00","8835.883","5.303"
"2021-07-26 13:30:00","8837.131","4.991"
"2021-07-26 13:45:00","8838.632","6.005"
"2021-07-26 14:00:00","8840.426","7.176"
"2021-07-26 14:15:00","8841.903","5.909"
"2021-07-26 14:30:00","8843.569","6.663"
"2021-07-26 14:45:00","8844.937","5.473"
"2021-07-26 15:00:00","8846.178","4.964"
"2021-07-26 15:15:00","8847.363","4.738"
"2021-07-26 15:30:00","8848.383","4.079"
"2021-07-26 15:45:00","8849.344","3.847"
"2021-07-26 16:00:00","8850.234","3.557"
"2021-07-26 16:15:00","8850.861","2.511"
"2021-07-26 16:30:00","8851.325","1.855"
"2021-07-26 16:45:00","8851.676","1.402"
"2021-07-26 17:00:00","8851.999","1.293"
"2021-07-26 17:15:00","8852.238","0.959"
"2021-07-26 17:30:00","8852.432","0.775"
"2021-07-26 17:45:00","8852.569","0.549"
"2021-07-26 18:00:00","8852.652","0.329"
"2021-07-26 18:15:00","8852.700","0.193"
"2021-07-26 18:30:00","8852.738","0.151"
"2021-07-26 18:45:00","8852.758","0.083"
"2021-07-26 19:00:00","8852.767","0.035"
"2021-07-26 19:15:00","8852.767","0.000"
"2021-07-26 19:30:00","8852.767","0.000"
"2021-07-26 19:45:00","8852.767","0.000"
"2021-07-26 20:00:00","8852.767","0.000"
"2021-07-26 20:15:00","8852.767","0.000"
"2021-07-26 20:30:00","8852.767","0.000"
"2021-07-26 20:45:00","8852.767","0.000"
"2021-07-26 21:00:00","8852.767","0.000"
"2021-07-26 21:15:00","8852.767","0.000"
"2021-07-26 21:30:00","8852.767","0.000"
"2021-07-26 21:45:00","8852.767","0.000"
"2021-07-26 22:00:00","8852.767","0.000"
"2021-07-26 22:15:00","8852.767","0.000"
"2021-07-26 22:30:00","8852.767","0.000"
"2021-07-26 22:45:00","8852.767","0.000"
"2021-07-26 23:00:00","8852.767","0.000"
"2021-07-26 23:15:00","8852.767","0.000"
"2021-07-26 23:30:00","8852.767","0.000"
"2021-07-26 23:45:00","8852.767","0.000"
"2021-07-27 00:00:00","8852.767","0.000"
"2021-07-27 00:15:00","8852.767","0.000"
"2021-07-27 00:30:00","8852.767","0.000"
"2021-07-27 00:45:00","8852.767","0.000"
"2021-07-27 01:00:00","8852.767","0.000"
"2021-07-27 01:15:00","8852.767","0.000"
"2021-07-27 01:30:00","8852.767","0.000"
"2021-07-27 01:45:00","8852.767","0.000"
"2021-07-27 02:00:00","8852.767","0.000"
"2021-07-27 02:15:00","8852.767","0.000"
"2021-07-27 02:30:00","8852.767","0.000"
"2021-07-27 02:45:00","8852.767","0.000"
"2021-07-27 03:00:00","8852.767","0.000"
"2021-07-27 03:15:00","8852.774","0.025"
"2021-07-27 03:30:00","8852.799","0.103"
"2021-07-27 03:45:00","8852.865","0.261"
"2021-07-27 04:00:00","8852.978","0.455"
"2021-07-27 04:15:00","8853.161","0.732"
"2021-07-27 04:30:00","8853.418","1.025"
"2021-07-27 04:45:00","8853.778","1.440"
"2021-07-27 05:00:00","8854.296","2.072"
"2021-07-27 05:15:00","8854.951","2.620"
"2021-07-27 05:30:00","8855.762","3.245"
"2021-07-27 05:45:00","8856.644","3.528"
"2021-07-27 06:00:00","8857.652","4.034"
"2021-07-27 06:15:00","8858.910","5.030"
"2021-07-27 06:30:00","8860.394","5.936"
"2021-07-27 06:45:00","8862.010","6.464"
"2021-07-27 07:00:00","8863.715","6.819"
"2021-07-27 07:15:00","8865.540","7.301"
"2021-07-27 07:30:00","8867.533","7.972"
"2021-07-27 07:45:00","8869.704","8.684"
"2021-07-27 08:00:00","8872.108","9.616"
"2021-07-27 08:15:00","8874.561","9.812"
"2021-07-27 08:30:00","8877.060","9.998"
"2021-07-27 08:45:00","8879.819","11.035"
"2021-07-27 09:00:00","8882.724","11.620"
"2021-07-27 09:15:00","8885.635","11.645"
"2021-07-27 09:30:00","8888.513","11.512"
"2021-07-27 09:45:00","8891.591","12.311"
"2021-07-27 10:00:00","8894.593","12.010"
"2021-07-27 10:15:00","8897.509","11.663"
"2021-07-27 10:30:00","8900.031","10.089"
"2021-07-27 10:45:00","8902.624","10.371"
"2021-07-27 11:00:00","8905.205","10.322"
"2021-07-27 11:15:00","8907.778","10.293"
"2021-07-27 11:30:00","8910.406","10.515"
"2021-07-27 11:45:00","8912.974","10.270"
"2021-07-27 12:00:00","8915.420","9.783"
"2021-07-27 12:15:00","8918.122","10.810"
"2021-07-27 12:30:00","8920.617","9.980"
"2021-07-27 12:45:00","8922.983","9.464"
"2021-07-27 13:00:00","8925.085","8.407"
"2021-07-27 13:15:00","8926.787","6.807"
"2021-07-27 13:30:00","8928.426","6.560"
"2021-07-27 13:45:00","8929.807","5.522"
"2021-07-27 14:00:00","8931.089","5.128"
"2021-07-27 14:15:00","8932.513","5.697"
"2021-07-27 14:30:00","8933.909","5.582"
"2021-07-27 14:45:00","8935.392","5.933"
"2021-07-27 15:00:00","8936.781","5.555"
"2021-07-27 15:15:00","8937.931","4.601"
"2021-07-27 15:30:00","8939.084","4.613"
"2021-07-27 15:45:00","8940.120","4.143"
"2021-07-27 16:00:00","8941.098","3.912"
"2021-07-27 16:15:00","8942.023","3.699"
"2021-07-27 16:30:00","8942.830","3.228"
"2021-07-27 16:45:00","8943.550","2.881"
"2021-07-27 17:00:00","8944.069","2.074"
"2021-07-27 17:15:00","8944.545","1.904"
"2021-07-27 17:30:00","8944.919","1.498"
"2021-07-27 17:45:00","8945.164","0.980"
"2021-07-27 18:00:00","8945.333","0.677"
"2021-07-27 18:15:00","8945.440","0.426"
"2021-07-27 18:30:00","8945.501","0.246"
"2021-07-27 18:45:00","8945.532","0.123"
"2021-07-27 19:00:00","8945.540","0.033"
"2021-07-27 19:15:00","8945.540","0.000"
"2021-07-27 19:30:00","8945.540","0.000"
"2021-07-27 19:45:00","8945.540","0.000"
"2021-07-27 20:00:00","8945.540","0.000"
"2021-07-27 20:15:00","8945.540","0.000"
"2021-07-27 20:30:00","8945.540","0.000"
"2021-07-27 20:45:00","8945.540","0.000"
"2021-07-27 21:00:00","8945.540","0.000"
"2021-07-27 21:15:00","8945.540","0.000"
"2021-07-27 21:30:00","8945.540","0.000"
"2021-07-27 21:45:00","8945.540","0.000"
"2021-07-27 22:00:00","8945.540","0.000"
"2021-07-27 22:15:00","8945.540","0.000"
"2021-07-27 22:30:00","8945.540","0.000"
"2021-07-27 22:45:00","8945.540","0.000"
"2021-07-27 23:00:00","8945.540","0.000"
"2021-07-27 23:15:00","8945.540","0.000"
"2021-07-27 23:30:00","8945.540","0.000"
"2021-07-27 23:45:00","8945.540","0.000"
"2021-07-28 00:00:00","8945.540","0.000"
"2021-07-28 00:15:00","8945.540","0.000"
"2021-07-28 00:30:00","8945.540","0.000"
"2021-07-28 00:45:00","8945.540","0.000"
"2021-07-28 01:00:00","8945.540","0.000"
"2021-07-28 01:15:00","8945.540","0.000"
"2021-07-28 01:30:00","8945.540","0.000"
"2021-07-28 01:45:00","8945.540","0.000"
"2021-07-28 02:00:00","8945.540","0.000"
"2021-07-28 02:15:00","8945.540","0.000"
"2021-07-28 02:30:00","8945.540","0.000"
"2021-07-28 02:45:00","8945.540","0.000"
"2021-07-28 03:00:00","8945.540","0.000"
"2021-07-28 03:15:00","8945.544","0.016"
"2021-07-28 03:30:00","8945.557","0.051"
"2021-07-28 03:45:00","8945.583","0.104"
"2021-07-28 04:00:00","8945.635","0.207"
"2021-07-28 04:15:00","8945.729","0.378"
"2021-07-28 04:30:00","8945.903","0.692"
"2021-07-28 04:45:00","8946.140","0.951"
"2021-07-28 05:00:00","8946.472","1.327"
"2021-07-28 05:15:00","8946.904","1.729"
"2021-07-28 05:30:00","8947.450","2.182"
"2021-07-28 05:45:00","8948.084","2.537"
"2021-07-28 06:00:00","8948.884","3.202"
"2021-07-28 06:15:00","8949.880","3.982"
"2021-07-28 06:30:00","8951.059","4.717"
"2021-07-28 06:45:00","8952.356","5.188"
"2021-07-28 07:00:00","8953.795","5.757"
"2021-07-28 07:15:00","8955.409","6.455"
"2021-07-28 07:30:00","8957.183","7.094"
"2021-07-28 07:45:00","8959.092","7.639"
"2021-07-28 08:00:00","8961.195","8.410"
"2021-07-28 08:15:00","8963.359","8.657"
"2021-07-28 08:30:00","8965.752","9.571"
"2021-07-28 08:45:00","8968.338","10.346"
"2021-07-28 09:00:00","8970.785","9.786"
"2021-07-28 09:15:00","8973.309","10.094"
"2021-07-28 09:30:00","8975.831","10.090"
"2021-07-28 09:45:00","8978.460","10.517"
"2021-07-28 10:00:00","8981.424","11.853"
"2021-07-28 10:15:00","8984.259","11.340"
"2021-07-28 10:30:00","8987.102","11.372"
"2021-07-28 10:45:00","8990.102","12.000"
"2021-07-28 11:00:00","8993.136","12.137"
"2021-07-28 11:15:00","8996.301","12.662"
"2021-07-28 11:30:00","8999.432","12.524"
"2021-07-28 11:45:00","9002.384","11.806"
"2021-07-28 12:00:00","9005.019","10.538"
"2021-07-28 12:15:00","9007.800","11.128"
"2021-07-28 12:30:00","9010.595","11.180"
"2021-07-28 12:45:00","9013.153","10.230"
"2021-07-28 13:00:00","9015.757","10.416"
"2021-07-28 13:15:00","9018.439","10.730"
"2021-07-28 13:30:00","9021.027","10.352"
"2021-07-28 13:45:00","9023.568","10.164"
"2021-07-28 14:00:00","9026.136","10.271"
"2021-07-28 14:15:00","9028.449","9.254"
"2021-07-28 14:30:00","9030.726","9.108"
"2021-07-28 14:45:00","9032.771","8.181"
"2021-07-28 15:00:00","9034.589","7.270"
"2021-07-28 15:15:00","9036.408","7.274"
"2021-07-28 15:30:00","9037.920","6.048"
"2021-07-28 15:45:00","9039.196","5.105"
"2021-07-28 16:00:00","9040.190","3.977"
"2021-07-28 16:15:00","9041.092","3.608"
"2021-07-28 16:30:00","9041.917","3.299"
"2021-07-28 16:45:00","9042.487","2.281"
"2021-07-28 17:00:00","9042.946","1.836"
"2021-07-28 17:15:00","9043.304","1.431"
"2021-07-28 17:30:00","9043.571","1.068"
"2021-07-28 17:45:00","9043.778","0.827"
"2021-07-28 18:00:00","9043.922","0.580"
"2021-07-28 18:15:00","9044.005","0.328"
"2021-07-28 18:30:00","9044.053","0.194"
"2021-07-28 18:45:00","9044.073","0.080"
"2021-07-28 19:00:00","9044.078","0.021"
"2021-07-28 19:15:00","9044.080","0.004"
"2021-07-28 19:30:00","9044.080","0.000"
"2021-07-28 19:45:00","9044.080","0.000"
"2021-07-28 20:00:00","9044.080","0.000"
"2021-07-28 20:15:00","9044.080","0.000"
"2021-07-28 20:30:00","9044.080","0.000"
"2021-07-28 20:45:00","9044.080","0.000"
"2021-07-28 21:00:00","9044.080","0.000"
"2021-07-28 21:15:00","9044.080","0.000"
"2021-07-28 21:30:00","9044.080","0.000"
"2021-07-28 21:45:00","9044.080","0.000"
"2021-07-28 22:00:00","9044.080","0.000"
"2021-07-28 22:15:00","9044.080","0.000"
"2021-07-28 22:30:00","9044.080","0.000"
"2021-07-28 23:00:00","9044.080","0.000"
"2021-07-28 23:15:00","9044.080","0.000"
"2021-07-28 23:30:00","9044.080","0.000"
"2021-07-28 23:45:00","9044.080","0.000"
"2021-07-29 00:00:00","9044.080","0.000"
"2021-07-29 00:15:00","9044.080","0.000"
"2021-07-29 00:30:00","9044.080","0.000"
"2021-07-29 00:45:00","9044.080","0.000"
"2021-07-29 01:00:00","9044.080","0.000"
"2021-07-29 01:15:00","9044.080","0.000"
"2021-07-29 01:30:00","9044.080","0.000"
"2021-07-29 01:45:00","9044.080","0.000"
"2021-07-29 02:00:00","9044.080","0.000"
"2021-07-29 02:15:00","9044.080","0.000"
"2021-07-29 02:30:00","9044.080","0.000"
"2021-07-29 02:45:00","9044.080","0.000"
"2021-07-29 03:00:00","9044.080","0.000"
"2021-07-29 03:15:00","9044.081","0.006"
"2021-07-29 03:30:00","9044.096","0.060"
"2021-07-29 03:45:00","9044.119","0.093"
"2021-07-29 04:00:00","9044.159","0.158"
"2021-07-29 04:15:00","9044.233","0.296"
"2021-07-29 04:30:00","9044.375","0.569"
"2021-07-29 04:45:00","9044.602","0.907"
"2021-07-29 05:00:00","9044.938","1.347"
"2021-07-29 05:15:00","9045.332","1.575"
"2021-07-29 05:30:00","9045.857","2.099"
"2021-07-29 05:45:00","9046.554","2.790"
"2021-07-29 06:00:00","9047.402","3.392"
"2021-07-29 06:15:00","9048.401","3.996"
"2021-07-29 06:30:00","9049.538","4.547"
"2021-07-29 06:45:00","9050.848","5.241"
"2021-07-29 07:00:00","9052.257","5.635"
"2021-07-29 07:15:00","9053.860","6.410"
"2021-07-29 07:30:00","9055.512","6.611"
"2021-07-29 07:45:00","9057.236","6.897"
"2021-07-29 08:00:00","9059.274","8.149"
"2021-07-29 08:15:00","9061.532","9.033"
"2021-07-29 08:30:00","9063.965","9.730"
"2021-07-29 08:45:00","9066.340","9.502"
"2021-07-29 09:00:00","9068.848","10.030"
"2021-07-29 09:15:00","9071.226","9.513"
"2021-07-29 09:30:00","9073.685","9.837"
"2021-07-29 09:45:00","9076.241","10.224"
"2021-07-29 10:00:00","9078.696","9.818"
"2021-07-29 10:15:00","9081.047","9.406"
"2021-07-29 10:30:00","9083.503","9.824"
"2021-07-29 10:45:00","9085.944","9.763"
"2021-07-29 11:00:00","9088.393","9.798"
"2021-07-29 11:15:00","9090.830","9.747"
"2021-07-29 11:30:00","9093.035","8.819"
"2021-07-29 11:45:00","9095.316","9.125"
"2021-07-29 12:00:00","9097.602","9.146"
"2021-07-29 12:15:00","9099.962","9.440"
"2021-07-29 12:30:00","9102.136","8.696"
"2021-07-29 12:45:00","9104.219","8.331"
"2021-07-29 13:00:00","9106.164","7.780"
"2021-07-29 13:15:00","9108.092","7.711"
"2021-07-29 13:30:00","9109.922","7.322"
"2021-07-29 13:45:00","9111.856","7.736"
"2021-07-29 14:00:00","9113.690","7.336"
"2021-07-29 14:15:00","9115.393","6.812"
"2021-07-29 14:30:00","9117.158","7.057"
"2021-07-29 14:45:00","9118.780","6.490"
"2021-07-29 15:00:00","9120.276","5.984"
"2021-07-29 15:15:00","9121.613","5.349"
"2021-07-29 15:30:00","9122.806","4.770"
"2021-07-29 15:45:00","9123.754","3.793"
"2021-07-29 16:00:00","9124.554","3.198"
"2021-07-29 16:15:00","9125.259","2.822"
"2021-07-29 16:30:00","9126.030","3.085"
"2021-07-29 16:45:00","9126.589","2.235"
"2021-07-29 17:00:00","9126.971","1.528"
"2021-07-29 17:15:00","9127.271","1.200"
"2021-07-29 17:30:00","9127.467","0.784"
"2021-07-29 17:45:00","9127.589","0.489"
"2021-07-29 18:00:00","9127.702","0.451"
"2021-07-29 18:15:00","9127.765","0.252"
"2021-07-29 18:30:00","9127.794","0.116"
"2021-07-29 18:45:00","9127.808","0.057"
"2021-07-29 19:00:00","9127.808","0.000"
"2021-07-29 19:15:00","9127.808","0.000"
"2021-07-29 19:30:00","9127.808","0.000"
"2021-07-29 19:45:00","9127.808","0.000"
"2021-07-29 20:00:00","9127.808","0.000"
"2021-07-29 20:15:00","9127.808","0.000"
"2021-07-29 20:30:00","9127.808","0.000"
"2021-07-29 20:45:00","9127.808","0.000"
"2021-07-29 21:00:00","9127.808","0.000"
"2021-07-29 21:15:00","9127.808","0.000"
"2021-07-29 21:30:00","9127.808","0.000"
"2021-07-29 21:45:00","9127.808","0.000"
"2021-07-29 22:00:00","9127.808","0.000"
"2021-07-29 22:15:00","9127.808","0.000"
"2021-07-29 22:30:00","9127.808","0.000"
"2021-07-29 22:45:00","9127.808","0.000"
"2021-07-29 23:00:00","9127.808","0.000"
"2021-07-29 23:15:00","9127.808","0.000"
"2021-07-29 23:30:00","9127.808","0.000"
"2021-07-29 23:45:00","9127.808","0.000"
"2021-07-30 00:00:00","9127.808","0.000"
"2021-07-30 00:15:00","9127.808","0.000"
"2021-07-30 00:30:00","9127.808","0.000"
"2021-07-30 00:45:00","9127.808","0.000"
"2021-07-30 01:00:00","9127.808","0.000"
"2021-07-30 01:15:00","9127.808","0.000"
"2021-07-30 01:30:00","9127.808","0.000"
"2021-07-30 01:45:00","9127.808","0.000"
"2021-07-30 02:00:00","9127.808","0.000"
"2021-07-30 02:15:00","9127.808","0.000"
"2021-07-30 02:30:00","9127.808","0.000"
"2021-07-30 02:45:00","9127.808","0.000"
"2021-07-30 03:00:00","9127.808","0.000"
"2021-07-30 03:15:00","9127.808","0.000"
"2021-07-30 03:30:00","9127.819","0.041"
"2021-07-30 03:45:00","9127.835","0.066"
"2021-07-30 04:15:00","9127.900","0.259"
"2021-07-30 04:30:00","9128.047","0.589"
"2021-07-30 04:45:00","9128.259","0.849"
"2021-07-30 05:00:00","9128.546","1.147"
"2021-07-30 05:15:00","9128.867","1.285"
"2021-07-30 05:30:00","9129.287","1.679"
"2021-07-30 05:45:00","9129.755","1.871"
"2021-07-30 06:00:00","9130.274","2.077"
"2021-07-30 06:15:00","9131.091","3.269"
"2021-07-30 06:30:00","9132.096","4.017"
"2021-07-30 06:45:00","9133.201","4.422"
"2021-07-30 07:00:00","9134.497","5.186"
"2021-07-30 07:15:00","9136.158","6.642"
"2021-07-30 07:30:00","9138.043","7.541"
"2021-07-30 07:45:00","9140.152","8.434"
"2021-07-30 08:00:00","9142.422","9.081"
"2021-07-30 08:15:00","9144.876","9.815"
"2021-07-30 08:30:00","9147.284","9.632"
"2021-07-30 08:45:00","9149.783","9.995"
"2021-07-30 09:00:00","9152.567","11.138"
"2021-07-30 09:15:00","9155.265","10.790"
"2021-07-30 09:30:00","9158.242","11.911"
"2021-07-30 09:45:00","9161.207","11.860"
"2021-07-30 10:00:00","9164.450","12.970"
"2021-07-30 10:15:00","9167.491","12.164"
"2021-07-30 10:30:00","9170.707","12.864"
"2021-07-30 10:45:00","9173.517","11.241"
"2021-07-30 11:00:00","9176.388","11.486"
"2021-07-30 11:15:00","9179.400","12.046"
"2021-07-30 11:30:00","9182.367","11.868"
"2021-07-30 11:45:00","9185.375","12.032"
"2021-07-30 12:00:00","9187.637","9.047"
"2021-07-30 12:15:00","9189.856","8.877"
"2021-07-30 12:30:00","9192.098","8.971"
"2021-07-30 12:45:00","9194.655","10.228"
"2021-07-30 13:00:00","9197.198","10.170"
"2021-07-30 13:15:00","9199.483","9.139"
"2021-07-30 13:30:00","9201.256","7.092"
"2021-07-30 13:45:00","9202.484","4.913"
"2021-07-30 14:00:00","9203.815","5.322"
"2021-07-30 14:15:00","9205.382","6.272"
"2021-07-30 14:30:00","9207.157","7.099"
"2021-07-30 14:45:00","9208.723","6.264"
"2021-07-30 15:00:00","9210.121","5.592"
"2021-07-30 15:30:00","9212.813","4.937"
"2021-07-30 16:00:00","9214.244","2.382"
"2021-07-30 16:15:00","9214.894","2.599"
"2021-07-30 16:30:00","9215.414","2.082"
"2021-07-30 16:45:00","9215.856","1.768"
"2021-07-30 17:00:00","9216.240","1.538"
"2021-07-30 17:15:00","9216.506","1.062"
"2021-07-30 17:30:00","9216.681","0.699"
"2021-07-30 17:45:00","9216.831","0.600"
"2021-07-30 18:00:00","9216.932","0.404"
"2021-07-30 18:15:00","9216.981","0.196"
"2021-07-30 18:30:00","9217.003","0.089"
"2021-07-30 18:45:00","9217.007","0.016"
"2021-07-30 19:00:00","9217.007","0.000"
"2021-07-30 19:15:00","9217.007","0.000"
"2021-07-30 19:30:00","9217.007","0.000"
"2021-07-30 19:45:00","9217.007","0.000"
"2021-07-30 20:00:00","9217.007","0.000"
"2021-07-30 20:15:00","9217.007","0.000"
"2021-07-30 20:30:00","9217.007","0.000"
"2021-07-30 20:45:00","9217.007","0.000"
"2021-07-30 21:00:00","9217.007","0.000"
"2021-07-30 21:15:00","9217.007","0.000"
"2021-07-30 21:30:00","9217.007","0.000"
"2021-07-30 21:45:00","9217.007","0.000"
"2021-07-30 22:00:00","9217.007","0.000"
"2021-07-30 22:15:00","9217.007","0.000"
"2021-07-30 22:30:00","9217.007","0.000"
"2021-07-30 22:45:00","9217.007","0.000"
"2021-07-30 23:00:00","9217.007","0.000"
"2021-07-30 23:15:00","9217.007","0.000"
"2021-07-30 23:30:00","9217.007","0.000"
"2021-07-30 23:45:00","9217.007","0.000"
"2021-07-31 00:00:00","9217.007","0.000"
"2021-07-31 00:15:00","9217.007","0.000"
"2021-07-31 00:30:00","9217.007","0.000"
"2021-07-31 00:45:00","9217.007","0.000"
"2021-07-31 01:00:00","9217.007","0.000"
"2021-07-31 01:15:00","9217.007","0.000"
"2021-07-31 01:30:00","9217.007","0.000"
"2021-07-31 01:45:00","9217.007","0.000"
"2021-07-31 02:00:00","9217.007","0.000"
"2021-07-31 02:15:00","9217.007","0.000"
"2021-07-31 02:30:00","9217.007","0.000"
"2021-07-31 02:45:00","9217.007","0.000"
"2021-07-31 03:00:00","9217.007","0.000"
"2021-07-31 03:15:00","9217.007","0.000"
"2021-07-31 03:30:00","9217.013","0.024"
"2021-07-31 03:45:00","9217.029","0.065"
"2021-07-31 04:00:00","9217.054","0.101"
"2021-07-31 04:15:00","9217.096","0.168"
"2021-07-31 04:30:00","9217.173","0.306"
"2021-07-31 04:45:00","9217.274","0.404"
"2021-07-31 05:00:00","9217.394","0.482"
"2021-07-31 05:15:00","9217.580","0.742"
"2021-07-31 05:30:00","9217.834","1.015"
"2021-07-31 05:45:00","9218.153","1.279"
"2021-07-31 06:00:00","9218.500","1.386"
"2021-07-31 06:15:00","9219.059","2.235"
"2021-07-31 06:30:00","9219.838","3.117"
"2021-07-31 06:45:00","9220.865","4.108"
"2021-07-31 07:00:00","9222.002","4.547"
"2021-07-31 07:15:00","9223.083","4.324"
"2021-07-31 07:30:00","9224.545","5.851"
"2021-07-31 07:45:00","9226.115","6.278"
"2021-07-31 08:00:00","9227.760","6.580"
"2021-07-31 08:15:00","9229.501","6.964"
"2021-07-31 08:30:00","9231.425","7.696"
"2021-07-31 08:45:00","9233.493","8.270"
"2021-07-31 09:00:00","9235.583","8.360"
"2021-07-31 09:15:00","9237.894","9.247"
"2021-07-31 09:30:00","9240.124","8.917"
"2021-07-31 09:45:00","9242.650","10.105"
"2021-07-31 10:00:00","9244.924","9.096"
"2021-07-31 10:15:00","9247.200","9.105"
"2021-07-31 10:30:00","9249.501","9.203"
"2021-07-31 10:45:00","9251.775","9.097"
"2021-07-31 11:00:00","9254.354","10.314"
